HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3HEM8MA6H9I3I638LM3B9ER7E7TPQZ,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:11 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:11 PDT 2020,,,3PDJHANYK6MLIRJTD2MAJK4A1W16HR,AAVU4RQ25D551,Submitted,Sun Mar 22 14:40:19 PDT 2020,Sun Mar 22 14:40:29 PDT 2020,Wed Mar 25 14:40:29 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_907.jpg_bb0.jpg,[],256,256,,No digits were accurately labelled
3CESM1J3EI90SXHPIZ38V3IC73L6WF,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,33CUSNVVNOIFTU1O3DP2QL72481880,A1CYWLMDNRZWZH,Submitted,Sun Mar 22 14:39:25 PDT 2020,Sun Mar 22 14:39:31 PDT 2020,Wed Mar 25 14:39:31 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_628.jpg_bb1.jpg,"[{""height"":43,""label"":""4"",""left"":104,""top"":52,""width"":27}]",256,256,x,
38F60IALAGNDM5RGL5IGZI1MQ6GT0A,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:48 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:48 PDT 2020,,,351SEKWQS1N6VEZJEMA1HVMYZ4MDMY,A2V4CKDV6TKXQ0,Submitted,Sun Mar 22 14:36:01 PDT 2020,Sun Mar 22 14:36:29 PDT 2020,Wed Mar 25 14:36:29 PDT 2020,,,,28,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/891.jpg_bb1.jpg,"[{""height"":22,""label"":""9"",""left"":117,""top"":37,""width"":11},{""height"":23,""label"":""3"",""left"":129,""top"":35,""width"":14}]",256,256,x,
338GLSUI43H349TRZNWBSKS4UPSFSC,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:23 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:23 PDT 2020,,,34S6N1K2ZWP31CM006SC83M7RRQHLA,AMFIHFK9N0OVK,Submitted,Sun Mar 22 14:40:31 PDT 2020,Sun Mar 22 14:40:46 PDT 2020,Wed Mar 25 14:40:46 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_180.jpg_bb2.jpg,"[{""height"":56,""label"":""0"",""left"":81,""top"":62,""width"":69}]",256,256,,No digits were accurately labelled
3OND0WXMHWLM8MFFTI066O029DVEH7,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:53 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:53 PDT 2020,,,3OLQQLKKNTVLMC7Y7K8T7LC2VMSEJO,A7B9YVCKP59S3,Submitted,Sun Mar 22 14:36:52 PDT 2020,Sun Mar 22 14:37:14 PDT 2020,Wed Mar 25 14:37:14 PDT 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_474.jpg_bb1.jpg,"[{""height"":31,""label"":""2"",""left"":124,""top"":83,""width"":19},{""height"":32,""label"":""7"",""left"":104,""top"":82,""width"":21}]",256,256,x,
30OITAWPBQ95DQOYL7KKEAZRIGG9HT,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:11 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:11 PDT 2020,,,3YMTUJH0DTMX8D6AU8AK05NKGZQT43,AU46MHQWI9KI5,Submitted,Sun Mar 22 14:40:34 PDT 2020,Sun Mar 22 14:40:52 PDT 2020,Wed Mar 25 14:40:52 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_907.jpg_bb8.jpg,"[{""height"":49,""label"":""7"",""left"":98,""top"":44,""width"":33},{""height"":45,""label"":""0"",""left"":115,""top"":57,""width"":34},{""height"":28,""label"":""5"",""left"":129,""top"":83,""width"":39}]",256,256,x,
30Z7M1Q8UYQQPYXAA94EXSHCLF8A8U,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:23 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:23 PDT 2020,,,3TMSXRD2X7688VDL2VWTPRNG89YW1J,AQ5H9HKYEGCXA,Submitted,Sun Mar 22 14:40:55 PDT 2020,Sun Mar 22 14:41:21 PDT 2020,Wed Mar 25 14:41:21 PDT 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_181.jpg_bb0.jpg,"[{""height"":57,""label"":""1"",""left"":124,""top"":39,""width"":39}]",256,256,,No digits were accurately labelled
3Y40HMYLL1O0J8CGOMXXDSAZJR8UXX,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3ZR9AIQJUCFWS49JW6MAGULFJOT04Y,A82R2TQAXU796,Submitted,Sun Mar 22 14:39:08 PDT 2020,Sun Mar 22 14:39:25 PDT 2020,Wed Mar 25 14:39:25 PDT 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_629.jpg_bb0.jpg,"[{""height"":46,""label"":""4"",""left"":101,""top"":46,""width"":31}]",256,256,x,
31JUPBOORNA7LHOE70T466XNFR6L8M,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:48 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:48 PDT 2020,,,3ZDAD0O1T2JO6FUKEJCPXGKI9UVTXI,A3BYOIVPK872GW,Submitted,Sun Mar 22 14:41:30 PDT 2020,Sun Mar 22 14:41:44 PDT 2020,Wed Mar 25 14:41:44 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/892.jpg_bb3.jpg,"[{""height"":30,""label"":""9"",""left"":121,""top"":108,""width"":15},{""height"":28,""label"":""3"",""left"":137,""top"":108,""width"":16},{""height"":27,""label"":""1"",""left"":119,""top"":21,""width"":12},{""height"":25,""label"":""0"",""left"":130,""top"":23,""width"":15}]",256,256,x,
3VEI3XUCZR33U7I8Y1SBE41CATVPR0,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:11 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:11 PDT 2020,,,3X0H8UUIT2U82FCFFEBDLSAPY9BWS3,A3GSRFKZLJ4CIT,Submitted,Sun Mar 22 14:41:48 PDT 2020,Sun Mar 22 14:42:12 PDT 2020,Wed Mar 25 14:42:12 PDT 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_908.jpg_bb1.jpg,"[{""height"":38,""label"":""6"",""left"":135,""top"":48,""width"":22}]",256,256,x,
3ZQX1VYFTDBFR2RBKS9WYN1HAWBO86,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:51 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:51 PDT 2020,,,3C8HJ7UOP809YF4F64ZY8N51NMWMZ6,A2GFPSZPSYJP57,Submitted,Sun Mar 22 14:37:28 PDT 2020,Sun Mar 22 14:37:42 PDT 2020,Wed Mar 25 14:37:42 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_474.jpg_bb6.jpg,"[{""height"":51,""label"":""4"",""left"":88,""top"":66,""width"":40}]",256,256,x,
371QPA24C2UDTUCYHOMGDNKWVYMT1D,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:48 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:48 PDT 2020,,,3A1COHJ8NK18M52H6HJ83Y017RQ8HE,A5531882JI1TA,Submitted,Sun Mar 22 14:35:35 PDT 2020,Sun Mar 22 14:35:58 PDT 2020,Wed Mar 25 14:35:58 PDT 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/893.jpg_bb1.jpg,"[{""height"":51,""label"":""4"",""left"":157,""top"":45,""width"":15}]",256,256,x,
3MJ9GGZYO3CF3JVLUSVDN149ZFG2AJ,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:11 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:11 PDT 2020,,,37WLF8U1WQWCKHK1JNP7WCK2TD56KV,AQCLZQH954EAF,Submitted,Sun Mar 22 14:40:29 PDT 2020,Sun Mar 22 14:40:49 PDT 2020,Wed Mar 25 14:40:49 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_908.jpg_bb2.jpg,"[{""height"":38,""label"":""1"",""left"":103,""top"":79,""width"":20},{""height"":41,""label"":""5"",""left"":128,""top"":70,""width"":17}]",256,256,x,
3XBXDSS888PX0IPMF85WM5EG60FXL6,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3LPW2N6LKU8U49PZ8IJ4ATF0Z9S5UB,A2ZW6LIN2NNMIF,Submitted,Sun Mar 22 14:39:47 PDT 2020,Sun Mar 22 14:39:55 PDT 2020,Wed Mar 25 14:39:55 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_63.jpg_bb0.jpg,"[{""height"":40,""label"":""0"",""left"":85,""top"":54,""width"":40}]",256,256,,No digits were accurately labelled
30UZJB2POHI7IVFN3WI1Y0TFDFF35P,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:24 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:24 PDT 2020,,,38SKSKU7R233X7XK6OAX8FNMR45LI7,A2G4SX2VMF4YLJ,Submitted,Sun Mar 22 14:41:02 PDT 2020,Sun Mar 22 14:41:13 PDT 2020,Wed Mar 25 14:41:13 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_184.jpg_bb0.jpg,"[{""height"":44,""label"":""6"",""left"":141,""top"":57,""width"":34}]",256,256,x,
3NQUW096N6E7ZM7OCSZI62SYZXOL9B,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:49 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:49 PDT 2020,,,3P529IW9KZRJNGVU5G4C5IAUBCDLFG,A4PFF3LK637YM,Submitted,Sun Mar 22 14:40:47 PDT 2020,Sun Mar 22 14:41:06 PDT 2020,Wed Mar 25 14:41:06 PDT 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/893.jpg_bb4.jpg,"[{""height"":25,""label"":""2"",""left"":116,""top"":100,""width"":24},{""height"":26,""label"":""6"",""left"":137,""top"":100,""width"":19}]",256,256,x,
3G3AJKPCXLYQ2F8BECSHJ2JEMKF4YR,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3GLB5JMZFY16343X3JC64Q213IBGDU,AT9UG11XAEDZL,Submitted,Sun Mar 22 14:39:06 PDT 2020,Sun Mar 22 14:39:19 PDT 2020,Wed Mar 25 14:39:19 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_63.jpg_bb1.jpg,"[{""height"":35,""label"":""7"",""left"":91,""top"":70,""width"":23},{""height"":36,""label"":""0"",""left"":113,""top"":70,""width"":27}]",256,256,x,
3UEBBGULPFUJJMLVOSRB7LASFMDFUS,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:24 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:24 PDT 2020,,,34T446B1C1KZN8MYPLSSZSX3B1AC0N,AQCLZQH954EAF,Submitted,Sun Mar 22 14:40:49 PDT 2020,Sun Mar 22 14:41:05 PDT 2020,Wed Mar 25 14:41:05 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_188.jpg_bb0.jpg,"[{""height"":57,""label"":""4"",""left"":134,""top"":47,""width"":33}]",256,256,x,
3O71U79SRBV9AJL8LA0ONACDRQ3SMV,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3M0BCWMB8W29LTVD4SPIV30PULPBWH,AG9LLYJH2JXFY,Submitted,Sun Mar 22 14:40:50 PDT 2020,Sun Mar 22 14:40:56 PDT 2020,Wed Mar 25 14:40:56 PDT 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_908.jpg_bb4.jpg,"[{""height"":54,""label"":""0"",""left"":99,""top"":44,""width"":53}]",256,256,,No digits were accurately labelled
34KYK9TV2REDRSHBULAF9U1JFRZBSP,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:49 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:49 PDT 2020,,,30LSNF239V1XWLBCWISSTJODL4E2IZ,A1N3KDPBCGQ3EG,Submitted,Sun Mar 22 14:38:57 PDT 2020,Sun Mar 22 14:39:09 PDT 2020,Wed Mar 25 14:39:09 PDT 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/894.jpg_bb4.jpg,"[{""height"":46,""label"":""8"",""left"":78,""top"":72,""width"":30},{""height"":40,""label"":""6"",""left"":111,""top"":75,""width"":29}]",256,256,x,
37VHPF5VYC9EIDU8UN053N70LITC8Y,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3TPWUS5F8A7SVYNJISLD6N67C6PCWP,A2KXARDIOGJL8T,Submitted,Sun Mar 22 14:38:32 PDT 2020,Sun Mar 22 14:38:59 PDT 2020,Wed Mar 25 14:38:59 PDT 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_639.jpg_bb1.jpg,"[{""height"":49,""label"":""4"",""left"":106,""top"":32,""width"":50}]",256,256,,No digits were accurately labelled
3IVEC1GSLP5JFRGT5U8CBHXNXWVJ1Y,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:54 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:54 PDT 2020,,,3L6L49WXW13VNBVKTCSMXPH60W454O,AYGI3VWKRUV2W,Submitted,Sun Mar 22 14:38:56 PDT 2020,Sun Mar 22 14:39:04 PDT 2020,Wed Mar 25 14:39:04 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_475.jpg_bb1.jpg,"[{""height"":42,""label"":""8"",""left"":115,""top"":72,""width"":19},{""height"":40,""label"":""9"",""left"":134,""top"":74,""width"":25}]",256,256,x,
3M67TQBQQHUQ33GKF1ASXOCN5LQA9J,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:23 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:23 PDT 2020,,,3ZAK8W07I5KV923YBCDSTYJ9I1HU0F,A1N3KDPBCGQ3EG,Submitted,Sun Mar 22 14:41:37 PDT 2020,Sun Mar 22 14:41:47 PDT 2020,Wed Mar 25 14:41:47 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_19.jpg_bb0.jpg,"[{""height"":48,""label"":""3"",""left"":99,""top"":73,""width"":25},{""height"":45,""label"":""3"",""left"":126,""top"":72,""width"":29}]",256,256,x,
3XWUWJ18TLW824ILJHMATLBVP9RUU5,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3YDTZAI2WYMWZTU1SPQAUZ4POG0416,A1NRZ7O1TEJB1V,Submitted,Sun Mar 22 14:41:08 PDT 2020,Sun Mar 22 14:41:23 PDT 2020,Wed Mar 25 14:41:23 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_91.jpg_bb1.jpg,"[{""height"":42,""label"":""4"",""left"":77,""top"":74,""width"":37}]",256,256,,No digits were accurately labelled
3EKTG13IZU9M66QI113NBOYIZWVLMA,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:54 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:54 PDT 2020,,,3QBD8R3Z22PHVL12YROL6VHXHRA4OT,A1N3KDPBCGQ3EG,Submitted,Sun Mar 22 14:41:50 PDT 2020,Sun Mar 22 14:41:59 PDT 2020,Wed Mar 25 14:41:59 PDT 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_476.jpg_bb1.jpg,"[{""height"":45,""label"":""9"",""left"":104,""top"":53,""width"":32},{""height"":44,""label"":""7"",""left"":135,""top"":50,""width"":18}]",256,256,x,
3Y7LTZE0YTSPO3CVP4LIADQARR6UZU,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3X66WABAJXO8LC10AU6URHGPC5MG3W,A1U8C2JU2146F7,Submitted,Sun Mar 22 14:38:51 PDT 2020,Sun Mar 22 14:39:02 PDT 2020,Wed Mar 25 14:39:02 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_64.jpg_bb2.jpg,"[{""height"":46,""label"":""7"",""left"":76,""top"":72,""width"":31},{""height"":44,""label"":""9"",""left"":108,""top"":75,""width"":34}]",256,256,x,
3X0EMNLXEPVVNEZP7LXLF1QFVZ8VPZ,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:49 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:49 PDT 2020,,,3NLZY2D53QVGE5L3JWF6HHE8IEMQLF,AXID3RPK6NZT6,Submitted,Sun Mar 22 14:40:44 PDT 2020,Sun Mar 22 14:41:22 PDT 2020,Wed Mar 25 14:41:22 PDT 2020,,,,38,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/895.jpg_bb4.jpg,"[{""height"":29,""label"":""8"",""left"":110,""top"":58,""width"":17},{""height"":30,""label"":""6"",""left"":130,""top"":57,""width"":14}]",256,256,x,
38G0E1M85MB8FJ7LO7WFP7DE3G0UVU,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,39K0FND3AIL8X7W7UCJZRUESE1QMA6,A2ZW6LIN2NNMIF,Submitted,Sun Mar 22 14:41:49 PDT 2020,Sun Mar 22 14:41:56 PDT 2020,Wed Mar 25 14:41:56 PDT 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_91.jpg_bb2.jpg,"[{""height"":48,""label"":""0"",""left"":105,""top"":65,""width"":43}]",256,256,,No digits were accurately labelled
374UMBUHN5VXGXMWXLB0UJ3NZVDTC3,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:25:54 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:25:54 PDT 2020,,,3A0EX8ZRN9UDAYQDJT76G0L55TOBYF,AYGI3VWKRUV2W,Submitted,Sun Mar 22 14:36:50 PDT 2020,Sun Mar 22 14:37:11 PDT 2020,Wed Mar 25 14:37:11 PDT 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_477.jpg_bb1.jpg,"[{""height"":36,""label"":""4"",""left"":128,""top"":58,""width"":21},{""height"":35,""label"":""7"",""left"":106,""top"":56,""width"":22}]",256,256,x,
3OYHVNTV5T4ZM3TCTH6ZOSA85W6KOM,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:25 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:25 PDT 2020,,,3DPNQGW4LMLR6FVYYV2RPVV6WRF645,A2V4CKDV6TKXQ0,Submitted,Sun Mar 22 14:39:55 PDT 2020,Sun Mar 22 14:40:28 PDT 2020,Wed Mar 25 14:40:28 PDT 2020,,,,33,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_19.jpg_bb1.jpg,"[{""height"":27,""label"":""1"",""left"":93,""top"":71,""width"":16},{""height"":30,""label"":""9"",""left"":107,""top"":74,""width"":23}]",256,256,x,
38XPGNCKHT69YLD6915XC3FK43D4VI,3CU3NNU956RGVPSFSWVCGCZT5SJLJL,Draw bounding boxes around jersey number digits,Draw bounding boxes around jersey number digits,digit bounding box,$0.02,Sun Mar 22 14:26:14 PDT 2020,1,BatchId:3965272;OriginalHitTemplateId:928390838;,60,259200,Tue Mar 24 14:26:14 PDT 2020,,,3TY7ZAOG5GQH66YMHY9QNBABGAJK08,A1L5H5KX16J1LS,Submitted,Sun Mar 22 14:41:37 PDT 2020,Sun Mar 22 14:41:53 PDT 2020,Wed Mar 25 14:41:53 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://cs691-football-dataset.s3.amazonaws.com/auburn_915.jpg_bb1.jpg,"[{""height"":45,""label"":""9"",""left"":114,""top"":45,""width"":33}]",256,256,x,
